Route ID:,Route Location:,Is this route predominantly residential or commercial/industrial/mixed use?,Select the statement that best describes the amount and distribution of litter in the street.,ObjectID,Does litter obstruct the street?,Select the statement that best describes the amount and distribution of litter on the sidewalk.,How many large abandoned items are present?,What types of items are present? (select all that apply),Other dumped items:,Does illegal dumping obstruct the street?,How many instances of graffiti are present on private property or on the sidewalk or non-painted curb immediately adjacent to private property?,How many instances of graffiti are present on SF gov property?,How many instances of graffiti are present on other property?,Select the statement that best describes the amount and distribution of broken glass on the street and sidewalk:,How many instances of broken glass are present along the sidewalk and street?,How many instances of feces are present?,How many abandoned syringes are present?,How many used or opened condoms are present?,How many dead animals are present?,Does the route have one or more trash receptacles?,Are any trash receptacles overflowing?,Is sidewalk clearance less than 4 feet wide or 8 feet high at any point?,"If yes, identify the cause (select all that apply)",Other sidewalk obstructions:,Does the sidewalk have any defects that have not been marked for repair?,Does the sidewalk have any marked defects that have not been repaired?,How severe are the pavement defects?,Do you detect any strong unpleasant or offensive odors along the street or sidewalk?,"If yes, is the odor from a sewer or catch basin?",Does the route have one or more transit shelters?,Which of the following issues are present in or on any of the transit shelters along the route?,CreationDate,Analysis Neighborhoods,Evaluation Period,"Does any graffiti include offensive language  (e.g., racial slurs or profanity)?",Does any graffiti appear to be stenciled?,"Are there closed, unlabeled trash bags grouped together? (July 2023-June 2024 only)",Is the pile of item(s) more than 8ft in diameter? (July 2023-June 2024 only)
6087,CAMPBELL AVE BETWEEN BRUSSELS ST AND GOETTINGEN ST,2,2,1494,0,3,1,19,,0,0,3,0,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,10/03/2023 04:52:03 PM,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,0,0
5371,ADA CT BETWEEN O'FARRELL ST AND AMITY ALY,1,2,1498,0,2,6,1617,,0,101,101,8,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/03/2023 05:27:27 PM,9 - Tenderloin,July 2023 - June 2024,0,0,0,0
8172,OFARRELL ST BETWEEN TAYLOR ST AND JONES ST,1,4,1501,0,2,2,1617,,0,101,49,27,3,1,0,0,0,0,0,0,1,0,Homeless people,1,0,2,0,,1,69,10/03/2023 06:01:48 PM,9 - Tenderloin,July 2023 - June 2024,0,0,0,0
9048,TAYLOR ST BETWEEN EDDY ST AND ELLIS ST,1,3,1503,0,3,8,516,,0,101,32,11,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/03/2023 06:19:14 PM,9 - Tenderloin,July 2023 - June 2024,0,0,0,0
3461,BANKS ST BETWEEN POWHATTAN AVE AND EUGENIA AVE,2,2,1509,0,2,1,16,,0,0,0,1,1,,0,0,0,0,0,0,1,1310,,1,0,2,0,,0,,10/03/2023 07:40:55 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
2960,CALIFORNIA ST BETWEEN LEIDESDORFF ST AND MONTGOMERY ST,1,2,1512,0,2,3,5,,0,1,1,1,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/03/2023 08:21:32 PM,17 - Financial District/South Beach,July 2023 - June 2024,0,0,0,0
15718,VIENNA ST BETWEEN FRANCE AVE AND ITALY AVE,2,3,1518,0,3,2,1715,,0,0,3,5,1,,2,0,0,0,0,0,0,,,1,0,2,0,,0,,10/04/2023 03:05:43 PM,5 - Excelsior,July 2023 - June 2024,0,0,0,0
4271,AMAZON AVE BETWEEN MADRID ST AND EDINBURG ST,2,3,1521,0,3,1,17,,0,0,2,2,5,2,2,0,0,0,0,0,0,,,1,0,2,0,,0,,10/04/2023 03:42:14 PM,5 - Excelsior,July 2023 - June 2024,0,0,0,0
9628,SENECA AVE BETWEEN MISSION ST AND BERTITA ST,1,3,1522,0,3,2,164,,0,3,5,33,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,10/04/2023 03:57:24 PM,4 - Outer Mission,July 2023 - June 2024,0,0,0,0
386,PERSIA AVE BETWEEN MISSION ST AND LONDON ST,2,3,1524,0,5,1,17,,0,44,17,0,5,2,1,0,0,0,1,0,0,,,0,0,,0,,0,,10/04/2023 04:16:19 PM,5 - Excelsior,July 2023 - June 2024,0,0,0,0
5435,DE LONG ST BETWEEN RICE ST AND RHINE ST,2,3,1528,0,2,2,150,Satellite dish,0,11,2,0,2,1,0,0,0,0,0,0,0,,,1,0,3,0,,0,,10/04/2023 06:09:07 PM,4 - Outer Mission,July 2023 - June 2024,0,0,0,0
10986,TARAVAL ST BETWEEN 12TH AVE AND FUNSTON AVE,1,2,1531,0,2,1,16,,0,12,6,13,2,1,0,0,0,0,0,0,0,,,1,0,1,0,,0,,10/04/2023 06:46:05 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,0,0
171,SANTIAGO ST BETWEEN 16TH AVE AND 17TH AVE,2,2,1532,0,3,1,15,,0,0,3,1,4,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/04/2023 07:02:38 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,0,0
79,STAPLES AVE BETWEEN CIRCULAR AVE AND DETROIT ST,2,2,1534,0,2,7,15175,,0,0,5,0,2,1,0,0,0,0,0,0,1,12313,,1,0,3,0,,0,,10/04/2023 07:18:59 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,0,0
12583,MELROSE AVE BETWEEN CONGO ST AND DETROIT ST,2,2,1537,0,2,1,17,,0,0,3,0,2,1,0,0,0,0,0,0,1,313,,1,1,3,0,,0,,10/04/2023 08:06:41 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,0,0
2683,23RD ST BETWEEN YORK ST AND BRYANT ST,2,3,1546,0,3,3,17,,0,1,11,4,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,10/05/2023 02:27:50 PM,20 - Mission,July 2023 - June 2024,0,0,0,0
15983,UTAH ST BETWEEN 24TH ST AND 25TH ST,2,2,1547,0,2,1,15,,0,0,0,2,1,,3,0,0,0,0,0,0,,,0,1,3,0,,0,,10/05/2023 02:43:24 PM,20 - Mission,July 2023 - June 2024,0,0,0,0
1363,GATES ST BETWEEN CORTLAND AVE AND JARBOE AVE,2,2,1555,0,2,1,4,,0,1,2,2,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/05/2023 05:28:27 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
16731,SWEENY ST BETWEEN SAN BRUNO AVE AND BARNEVELD AVE,2,2,1562,0,3,4,19417,,0,3,4,1,1,,1,0,0,0,0,0,1,12,,0,0,,0,,0,,10/06/2023 02:29:22 PM,"10 - Portola, Visitacion Valley",July 2023 - June 2024,0,0,0,0
11116,QUINT ST BETWEEN QUESADA AVE AND REVERE AVE,2,2,1566,0,2,1,17,,0,0,0,2,2,1,0,0,0,0,0,0,1,12,,0,0,,0,,0,,10/06/2023 03:13:22 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,0,0
197,19TH AVE BETWEEN UNNAMED 106 AND JUNIPERO SERRA BLVD,1,2,1570,0,3,3,520,,0,27,7,0,4,32,0,0,0,0,1,0,1,13,,1,0,3,0,,1,52912,10/06/2023 04:54:32 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,0,0
7877,CESAR CHAVEZ ST BETWEEN MISSISSIPPI ST AND MISSOURI ST,1,3,1571,0,5,3,41816,,0,2,12,3,5,6,0,0,0,0,0,0,1,3,,1,0,2,0,,0,,10/06/2023 05:03:21 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,0,0
11901,WINSTON DR BETWEEN 19TH AVE AND 20TH AVE,2,3,1572,0,4,2,17,,0,6,32,28,2,2,0,0,0,0,1,0,0,,,0,0,,0,,1,21259,10/06/2023 05:13:53 PM,"7 - Oceanview/Merced/Ingleside, Lakeshore",July 2023 - June 2024,0,0,0,0
6616,INDUSTRIAL ST BETWEEN BARNEVELD AVE AND CHARTER OAK AVE,1,2,1574,0,3,5,417,,0,0,1,4,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/06/2023 07:47:21 PM,6 - Bayview Hunters Point,July 2023 - June 2024,0,0,0,0
6131,CALIFORNIA ST BETWEEN 09TH AVE AND 10TH AVE,2,2,1578,0,2,2,16,,0,0,6,4,3,7,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/07/2023 12:07:02 AM,"13 - Presidio Heights, Lone Mountain/USF, Inner Richmond",July 2023 - June 2024,0,0,0,0
3519,DEL SUR AVE BETWEEN PORTOLA DR AND JUANITA WAY,2,2,1583,0,2,2,1716,,0,0,6,0,1,,1,0,0,0,0,0,0,,,0,0,,0,,0,,10/09/2023 04:31:32 PM,11 - West of Twin Peaks,July 2023 - June 2024,0,0,0,0
450,16TH AVE BETWEEN LINCOLN WAY AND IRVING ST,2,2,1586,0,2,5,51517,,0,0,10,2,2,1,2,0,0,0,0,0,0,,,1,0,3,1,1,0,,10/09/2023 06:44:21 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,0,0
2668,IRVING ST BETWEEN 16TH AVE AND 17TH AVE,1,3,1587,0,3,7,15,Loose cardboard boxes; glass case with medicines and food other trash,0,63,19,33,2,1,1,0,0,0,1,0,0,,,1,1,3,1,0,0,,10/09/2023 06:55:39 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,0,0
3286,BAY SHORE BLVD BETWEEN CORTLAND AVE AND WATERLOO ST,1,2,1594,0,4,1,2,,0,10,0,13,1,,0,0,0,0,0,0,0,,,0,0,,0,,1,5129,10/10/2023 04:48:13 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
3287,BAY SHORE BLVD BETWEEN COSGROVE ST AND CORTLAND AVE,1,3,1595,0,4,5,45171615,,0,21,45,56,2,2,8,1,0,0,0,0,0,,,1,0,2,0,,1,569,10/10/2023 05:17:20 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
9692,SAN JOSE AVE BETWEEN SENECA AVE AND GENEVA AVE,1,3,1596,0,4,1,17,,0,2,27,20,1,,2,0,0,0,1,0,0,,,0,0,,0,,1,5,10/10/2023 06:18:43 PM,4 - Outer Mission,July 2023 - June 2024,0,0,0,0
467,ALEMANY BLVD BETWEEN THERESA ST AND COTTER ST,2,3,1602,0,3,1,17,,0,0,5,6,1,,0,0,0,0,0,0,0,,,1,1,3,0,,0,,10/10/2023 08:18:58 PM,4 - Outer Mission,July 2023 - June 2024,0,0,0,0
13702,CLEARFIELD DR BETWEEN SLOAT BLVD AND MORNINGSIDE DR,1,2,1612,0,2,1,17,,0,1,5,0,1,,0,0,0,0,1,0,0,,,0,0,,0,,1,1,10/13/2023 03:45:09 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
1580,FERN ST BETWEEN LARKIN ST AND POLK ST,1,3,1627,0,4,20,151650,Shopping carts; bicycles; barbecue,0,101,22,0,2,1,2,0,0,0,0,0,0,,,0,0,,0,,0,,10/13/2023 07:33:45 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
11361,POLK ST BETWEEN SUTTER ST AND FERN ST,1,3,1628,0,2,1,5,,0,13,19,6,2,1,0,0,0,0,1,0,0,,,0,0,,0,,0,,10/13/2023 07:39:58 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
6821,HEMLOCK ST BETWEEN POLK ST AND VAN NESS AVE,1,3,1630,0,4,11,17516,,0,101,86,0,4,8,5,1,0,0,0,0,0,,,1,0,1,0,,0,,10/13/2023 07:54:45 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
1838,CEDAR ST BETWEEN LARKIN ST AND POLK ST,1,3,1632,1,4,20,1516170,Fire extinguisher,0,101,50,8,3,1,0,0,0,0,0,0,1,512,,1,0,2,0,,0,,10/13/2023 08:06:38 PM,9 - Tenderloin,July 2023 - June 2024,0,0,0,0
10296,POLK ST BETWEEN GEARY ST AND CEDAR ST,1,3,1633,0,3,2,175,,0,8,4,4,3,1,4,0,0,0,0,0,0,,,0,0,,0,,0,,10/13/2023 08:10:48 PM,9 - Tenderloin,July 2023 - June 2024,0,0,0,0
807,OLIVE ST BETWEEN POLK ST AND VAN NESS AVE,1,4,1635,0,4,4,1517,,0,101,101,22,3,1,3,2,0,0,0,0,0,,,0,0,,1,0,0,,10/13/2023 08:24:36 PM,9 - Tenderloin,July 2023 - June 2024,0,0,0,0
5211,48TH AVE BETWEEN LINCOLN WAY AND IRVING ST,2,3,1637,0,4,3,151918,,0,0,3,2,2,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/13/2023 08:36:33 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
5225,47TH AVE BETWEEN IRVING ST AND JUDAH ST,2,2,1641,0,2,3,1715,,0,0,5,12,1,,2,0,0,0,0,0,0,,,1,0,2,0,,0,,10/13/2023 08:54:21 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
15635,JUDAH ST BETWEEN 30TH AVE AND 31ST AVE,1,2,1652,0,2,2,1519,,0,3,8,11,1,,0,0,0,0,1,0,0,,,0,0,,0,,0,,10/16/2023 03:07:04 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
11938,41ST AVE BETWEEN KIRKHAM ST AND LAWTON ST,2,2,1659,0,2,1,4,,0,0,6,0,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/16/2023 05:03:56 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
1495,42ND AVE BETWEEN JUDAH ST AND KIRKHAM ST,2,2,1660,0,2,1,16,,0,0,3,1,1,,2,0,0,0,0,0,0,,,0,1,2,0,,0,,10/16/2023 05:17:48 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
15002,PLEASANT ST BETWEEN TAYLOR ST AND JONES ST,2,4,1663,0,3,1,17,,0,9,27,5,2,1,0,0,0,0,0,0,1,12,,1,0,2,0,,0,,10/16/2023 06:46:58 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
1349,46TH AVE BETWEEN ORTEGA ST AND PACHECO ST,2,2,1664,0,2,1,16,,0,0,0,10,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/16/2023 06:47:36 PM,12 - Sunset/Parkside,July 2023 - June 2024,0,0,0,0
16632,TAYLOR ST BETWEEN CLAY ST AND WASHINGTON ST,2,2,1665,0,2,1,16,,0,3,12,7,2,1,0,0,0,0,0,0,0,,,1,1,3,0,,0,,10/16/2023 07:00:09 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
6863,GREEN ST BETWEEN MASON ST AND TAYLOR ST,2,2,1667,0,3,2,1715,,0,7,11,0,2,1,3,0,0,0,0,0,0,,,1,0,2,0,,0,,10/16/2023 07:25:44 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
16878,STOCKTON ST BETWEEN NORTH POINT ST AND BEACH ST,1,2,1680,0,3,3,5,,0,5,2,1,2,1,0,0,0,0,1,0,0,,,1,0,2,0,,1,2,10/16/2023 09:29:02 PM,"15 - Russian Hill, Nob Hill, North Beach",July 2023 - June 2024,0,0,0,0
7802,DIVISADERO ST BETWEEN 14TH ST AND DUBOCE AVE,2,2,1685,0,2,1,18,,0,0,1,0,1,,0,0,0,0,0,0,0,,,1,0,3,0,,0,,10/17/2023 02:49:33 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
10145,CHURCH ST BETWEEN MARKET ST AND 15TH ST,1,4,1687,0,5,1,2,,0,0,25,19,5,2,5,0,0,0,0,0,0,,,1,1,2,0,,0,,10/17/2023 03:22:25 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
10144,CHURCH ST BETWEEN 15TH ST AND 16TH ST,2,4,1688,0,4,8,171524,,0,3,28,50,1,,2,0,0,0,1,0,0,,,0,1,3,0,,1,5,10/17/2023 03:44:00 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
416,16TH ST BETWEEN SANCHEZ ST AND PROSPER ST,1,2,1689,0,4,1,17,,0,0,2,2,1,,0,0,0,0,1,0,0,,,1,0,1,0,,0,,10/17/2023 03:55:29 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
73,19TH ST BETWEEN SANCHEZ ST AND NOE ST,2,2,1692,0,2,1,15,,0,10,3,30,1,,1,0,0,0,0,0,0,,,1,1,3,0,,0,,10/17/2023 04:39:32 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
3037,20TH ST BETWEEN CHURCH ST AND SANCHEZ ST,2,2,1693,0,2,1,17,,0,0,6,11,4,1,0,0,0,0,0,0,0,,,0,1,3,0,,0,,10/17/2023 05:02:37 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
4242,GREEN ST BETWEEN STOCKTON ST AND POWELL ST,1,3,1716,0,3,1,17,,0,20,24,3,4,1,4,0,0,0,0,0,0,,,0,1,3,0,,0,,10/17/2023 10:11:40 PM,21 - Chinatown,July 2023 - June 2024,0,0,0,0
862,BUCHANAN ST BETWEEN LILY ST AND OAK ST,2,2,1725,0,3,2,1718,,0,0,2,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/18/2023 08:37:38 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,0,0
5050,BUCHANAN ST BETWEEN SUTTER ST AND BUSH ST,1,4,1745,0,3,4,175,,0,5,9,3,4,2,1,0,0,0,0,0,0,,,1,1,3,0,,0,,10/23/2023 09:47:19 PM,"14 - Japantown, Pacific Heights",July 2023 - June 2024,0,0,0,0
1115,DOLORES ST BETWEEN CLIPPER ST AND 26TH ST,2,2,1746,0,2,3,16155,,0,0,4,3,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,10/24/2023 02:29:01 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0
2377,25TH ST BETWEEN DIAMOND ST AND DOUGLASS ST,2,2,1748,0,2,1,15,,0,0,1,0,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,10/24/2023 03:02:07 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0
2782,NOE ST BETWEEN 22ND ST AND ALVARADO ST,2,2,1750,0,2,1,17,,0,0,0,1,1,,1,0,0,0,0,0,0,,,1,0,2,0,,0,,10/24/2023 03:38:11 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0
1366,MARKET ST BETWEEN DIAMOND ST AND EUREKA ST,2,2,1753,0,2,1,16,,0,0,0,11,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/24/2023 04:39:33 PM,3 - Castro/Upper Market,July 2023 - June 2024,0,0,0,0
7122,GOUGH ST BETWEEN UNION ST AND FILBERT ST,2,3,1763,0,2,2,1715,,0,0,11,3,2,1,1,0,0,0,0,0,0,,,1,0,3,0,,0,,10/24/2023 07:17:03 PM,16 - Marina,July 2023 - June 2024,0,0,0,0
15550,WEBSTER ST BETWEEN UNION ST AND FILBERT ST,2,2,1766,0,2,1,5,,0,0,15,5,3,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/24/2023 07:49:38 PM,16 - Marina,July 2023 - June 2024,0,0,0,0
15549,WEBSTER ST BETWEEN FILBERT ST AND PIXLEY ST,2,2,1767,0,2,1,17,,0,0,14,0,3,1,0,0,0,0,0,0,0,,,1,0,2,0,,0,,10/24/2023 07:54:36 PM,16 - Marina,July 2023 - June 2024,0,0,0,0
7693,FILLMORE ST BETWEEN BAY ST AND NORTH POINT ST,2,3,1778,0,2,1,5,,0,1,2,0,4,1,1,0,0,0,1,0,0,,,0,0,,0,,0,,10/24/2023 09:53:23 PM,16 - Marina,July 2023 - June 2024,0,0,0,0
12490,MISSION ST BETWEEN VIRGINIA AVE AND EUGENIA AVE,1,2,1781,0,4,2,160,shopping cart,0,55,58,14,1,,0,0,0,0,1,0,0,,,1,1,2,0,,1,512,10/25/2023 02:46:23 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
2221,EUGENIA AVE BETWEEN COLERIDGE ST AND PROSPECT AVE,2,2,1782,0,2,1,18,,0,2,4,2,1,,0,0,0,0,0,0,0,,,1,0,1,0,,0,,10/25/2023 02:56:22 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
1918,32ND AVE BETWEEN BALBOA ST AND CABRILLO ST,2,2,1808,0,3,1,17,,0,0,1,3,1,,1,0,0,0,0,0,0,,,1,1,3,0,,0,,10/25/2023 08:58:56 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,0,0
16264,TREAT AVE BETWEEN 17TH ST AND 18TH ST,1,3,1815,0,3,3,17016,Rug; shopping cart,0,23,68,0,4,1,0,0,0,0,0,0,0,,,1,1,3,0,,0,,10/25/2023 10:02:51 PM,20 - Mission,July 2023 - June 2024,0,0,0,0
12241,FILLMORE ST BETWEEN GOLDEN GATE AVE AND TURK ST,1,2,1828,0,3,2,5,,0,34,10,0,3,1,4,0,0,0,1,0,0,,,0,0,,0,,1,95,10/26/2023 09:32:07 PM,22 - Western Addition,July 2023 - June 2024,0,0,0,0
16221,TURK ST BETWEEN FILLMORE ST AND STEINER ST,2,3,1829,0,3,1,5,,0,2,1,1,2,1,1,0,0,0,0,0,0,,,1,0,2,0,,0,,10/26/2023 09:40:13 PM,22 - Western Addition,July 2023 - June 2024,0,0,0,0
7422,GEARY BLVD BETWEEN LAGUNA ST AND BUCHANAN ST,2,3,1831,0,3,1,5,,0,9,29,0,4,10,0,0,0,0,1,0,0,,,1,0,2,0,,1,5612,10/26/2023 10:27:42 PM,22 - Western Addition,July 2023 - June 2024,0,0,0,0
16219,TURK ST BETWEEN PIERCE ST AND SCOTT ST,2,4,1846,0,2,1,18,,0,1,12,0,3,1,0,0,0,0,0,0,0,,,1,1,3,0,,0,,10/31/2023 07:33:24 PM,22 - Western Addition,July 2023 - June 2024,0,0,0,0
2688,GOUGH ST BETWEEN FERN ST AND BUSH ST,2,4,1851,0,4,4,1625,,0,24,49,2,4,2,6,0,0,0,0,0,1,313,,1,1,3,1,0,0,,10/31/2023 08:57:11 PM,22 - Western Addition,July 2023 - June 2024,0,0,0,0
12423,MOFFITT ST BETWEEN BEMIS ST AND FARNUM ST,2,2,1860,0,2,1,5,,0,0,0,6,1,,1,0,0,0,0,0,1,12,,1,0,3,0,,0,,11/01/2023 04:06:58 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0
9863,MIGUEL ST BETWEEN CHENERY ST AND ARLINGTON ST,2,2,1863,0,2,3,417,,0,0,3,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,11/01/2023 04:48:59 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0
1498,CRESCENT AVE BETWEEN ANDOVER ST AND MOULTRIE ST,2,2,1866,0,2,2,17,,0,0,4,3,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/01/2023 05:26:43 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
11198,SOUTH VAN NESS AVE BETWEEN 26TH ST AND CESAR CHAVEZ ST,1,2,1875,0,2,16,16181519417,,0,18,101,2,3,1,1,0,0,0,0,0,0,,,1,0,3,0,,0,,11/01/2023 08:01:36 PM,20 - Mission,July 2023 - June 2024,0,0,0,0
3871,CESAR CHAVEZ ST BETWEEN FOLSOM ST AND SHOTWELL ST,2,2,1876,0,2,2,5,,0,68,43,4,4,2,2,0,0,0,1,0,1,13,,1,1,3,0,,1,59,11/01/2023 08:15:03 PM,3 - Bernal Heights,July 2023 - June 2024,0,0,0,0
1852,34TH AVE BETWEEN CLEMENT ST AND GEARY BLVD,2,2,1877,0,2,1,16,,0,0,1,15,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/01/2023 08:21:33 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,0,0
1923,32ND AVE BETWEEN CALIFORNIA ST AND MARVEL CT,2,2,1878,0,2,2,1816,,0,0,3,3,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,11/01/2023 08:34:36 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,0,0
8400,BRYANT ST BETWEEN 26TH ST AND CESAR CHAVEZ ST,2,3,1883,0,2,3,17,,0,6,43,9,4,2,1,0,0,0,1,0,0,,,1,0,1,0,,0,,11/01/2023 09:09:50 PM,20 - Mission,July 2023 - June 2024,0,0,0,0
17004,CESAR CHAVEZ ON RAMP BETWEEN HAMPSHIRE ST AND CESAR CHAVEZ ST,2,2,1887,0,5,1,17,,0,5,36,0,2,1,0,0,0,0,0,0,0,,,0,0,,0,,0,,11/01/2023 09:57:06 PM,20 - Mission,July 2023 - June 2024,0,0,0,0
9563,JUDAH ST BETWEEN 11TH AVE AND 12TH AVE,2,2,1891,0,2,1,0,halloween prop (on 11/2),0,4,3,3,1,,0,0,0,0,0,0,0,,,1,0,2,0,,0,,11/02/2023 03:46:48 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,0,0
744,14TH AVE BETWEEN 15TH AVE AND NORIEGA ST,2,2,1894,0,2,1,17,,0,0,2,0,1,,0,0,0,0,1,0,1,3130,bushes + lamppost,1,0,2,0,,0,,11/02/2023 04:33:41 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,0,0
14578,RANDALL ST BETWEEN CHENERY ST AND CHURCH ST,2,2,1920,0,2,1,16,,0,0,1,0,1,,0,0,0,0,0,0,0,,,0,0,,0,,0,,11/08/2023 04:00:22 PM,"2 - Noe Valley, Glen Park, Twin Peaks",July 2023 - June 2024,0,0,0,0
10828,PARIS ST BETWEEN GENEVA AVE AND ROLPH ST,1,3,1923,0,3,3,417,,0,4,6,8,5,2,0,0,0,0,0,0,0,,,0,0,,0,,0,,11/08/2023 05:02:55 PM,5 - Excelsior,July 2023 - June 2024,0,0,0,0
5740,CLARENDON AVE BETWEEN CHRISTOPHER DR AND OAK PARK DR,2,3,1936,0,3,1,17,,0,0,2,0,2,1,0,0,0,0,0,0,1,3,,1,0,2,0,,0,,11/09/2023 05:10:19 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,0,0
3150,FREDERICK ST BETWEEN DOWNEY ST AND CLAYTON ST,2,2,1952,0,2,1,16,,0,0,1,0,1,,1,0,0,0,0,0,0,,,1,1,3,0,,0,,11/13/2023 04:17:00 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,0,0
5533,DOWNEY ST BETWEEN WALLER ST AND FREDERICK ST,2,3,1953,0,3,2,417,,0,0,3,3,1,,3,0,0,0,0,0,0,,,1,0,2,0,,0,,11/13/2023 04:28:28 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,0,0
549,PAGE ST BETWEEN SHRADER ST AND STANYAN ST,2,2,1958,0,2,1,16,,0,0,1,3,1,,6,0,0,0,0,0,0,,,1,1,2,0,,0,,11/13/2023 05:30:51 PM,"18 - Hayes Valley, Haight Ashbury",July 2023 - June 2024,0,0,0,0
6115,CALIFORNIA ST BETWEEN 23RD AVE AND 24TH AVE,2,2,1967,0,2,1,4,,0,0,0,2,1,,3,0,0,0,0,0,0,,,1,0,2,0,,0,,11/13/2023 08:47:32 PM,"1 - Outer Richmond, Seacliff",July 2023 - June 2024,0,0,0,0
609,15TH AVE BETWEEN LINCOLN WAY AND IRVING ST,2,2,1970,0,2,2,1519,,0,11,1,9,1,,2,0,0,0,0,0,0,,,1,0,2,0,,0,,11/14/2023 04:08:17 PM,8 - Inner Sunset,July 2023 - June 2024,0,0,0,0
